100000 200000
39477 39413 773046299
69758 69759 558754983
23279 23280 142570619
61416 61479 874921013
86064 86065 408753000
68327 68328 951231398
76076 76128 52182881
98668 98669 902554620
24299 24381 79620126
18308 18309 553323657
21480 21517 582166406
88470 88435 8391773
30833 30834 138731976
79922 79923 902639375
52454 52455 917279097
94194 94195 478081631
54968 54904 587566935
32397 32398 706986793
65106 65107 670833061
33796 33797 57108225
57052 57053 747216433
47490 47491 483132408
59275 59276 954825227
95529 95530 415896807
59873 59907 282967652
78155 78156 42373229
93199 93239 105267726
17744 17809 634779919
38552 38617 12482289
19079 19149 840805550
94348 94383 351852156
76070 76030 895672534
2129 2130 685639263
77366 77367 209816146
82870 82871 897163922
59760 59773 712567348
14428 14355 581232088
15453 15502 384050254
16882 16883 638781675
58887 58890 633629200
85308 85309 782177785
98594 98576 555853267
17821 17822 101156042
86475 86466 754491599
29866 29867 210342895
15966 15962 530339065
70953 70987 485119869
91010 91011 475117259
29746 29747 207996731
71654 71655 56169618
81797 81752 397672911
88720 88733 128323752
7749 7750 145662190
63533 63534 264165802
23245 23171 12652551
38459 38460 222778781
43699 43700 22386553
21539 21540 619508076
28393 28404 568668446
71596 71676 827792840
21533 21534 90780996
62854 62855 386149530
79487 79488 864814471
14821 14788 589099170
39950 39878 216628479
19230 19304 798038995
35191 35274 546034139
76163 76164 608184081
22415 22416 610812471
5657 5635 104071811
42139 42155 723948708
63449 63450 185902307
20671 20617 369323305
28728 28729 862179517
57733 57806 490960145
52673 52674 646083275
81001 81002 180059213
82383 82384 292383197
65587 65588 417596589
98681 98682 296889423
89811 89812 694611257
99521 99522 63799114
92803 92804 698831641
87795 87746 986559681
67328 67258 192425407
86514 86576 188513703
34239 34300 363499625
30454 30455 194441643
59074 59075 428059047
69519 69520 404919666
73474 73554 867912709
59121 59122 626233832
5821 5794 197274262
64867 64782 770749794
80643 80644 224059966
1990 2030 557911905
78174 78229 100769779
13918 13919 387990078
17611 17612 21336362
52345 52346 922860531
35068 35031 300661571
92999 93000 216202782
96260 96261 721283774
90059 90060 170375520
38478 38396 747855995
23231 23215 670027881
85058 85059 444909394
59227 59174 492767268
54710 54762 157084421
8262 8329 258899403
9190 9271 472788800
24548 24568 570402382
13316 13397 822334222
90267 90251 176180982
50314 50315 314223104
14424 14393 321135242
75260 75261 478222094
12238 12228 727125185
73424 73425 152586516
62161 62165 30071036
43726 43727 376338870
94976 94977 593860418
66858 66859 899436178
27168 27167 147812707
15502 15503 106377089
63874 63875 363318755
51093 51107 810354308
5518 5519 971733214
65255 65256 621665995
40956 40988 912611051
95782 95699 295040430
94909 94881 477165408
22840 22790 298453622
77687 77690 18198181
98587 98588 194801756
49569 49579 473309060
98765 98766 109196912
10675 10676 557870090
60076 60040 58804342
37327 37328 576524749
78251 78252 334764003
75351 75325 898646774
91076 91124 887900522
90439 90440 637714157
88216 88249 730913812
57067 57068 607248174
80685 80737 831132189
64984 64983 362355397
67639 67640 239335848
14704 14757 794605658
56935 56936 285165368
40866 40806 852034505
67114 67115 504209811
84914 84839 542199362
92424 92461 7008088
79952 80011 849517571
93322 93335 744301668
13630 13653 888506320
91736 91809 513526608
7915 7891 520126180
62519 62520 386765547
25252 25285 708598887
11992 11993 69754301
17952 17953 668291812
15824 15825 938963100
1409 1410 294028425
73335 73336 60342002
57256 57197 168573111
41758 41697 312124602
79210 79211 889356837
48976 48977 936339349
11865 11866 301235812
47025 47043 401818362
62922 62923 992914998
31623 31574 942642412
83025 82999 626149761
92029 92030 597042545
67555 67576 365398523
60936 60937 144882381
53438 53439 28950091
47476 47441 9858902
43218 43219 488610733
6434 6435 874494006
28885 28886 139093431
92856 92857 101417561
43338 43339 41198784
85677 85695 888335459
64114 64115 97630506
22616 22570 996005611
91132 91133 674770275
76816 76748 565061736
71537 71538 976707563
4379 4462 822496964
23753 23724 855058274
300 301 172763371
10647 10648 329697355
71357 71358 823040744
67044 66970 555980883
4087 4059 742666911
31379 31424 122345979
70374 70375 149623607
74518 74519 208068544
75525 75526 575416500
5754 5741 954385663
16405 16364 165217630
13117 13141 486294472
55725 55726 395221972
44348 44393 386243144
59682 59683 265829140
80130 80131 386706143
86519 86520 419413790
87641 87599 627806739
69797 69833 667903618
22296 22275 188234484
10778 10717 450430431
54378 54305 468986297
44602 44576 135189569
69468 69469 236344570
44863 44864 125568248
2377 2345 986558102
72718 72719 693919648
50833 50834 223325996
25970 25954 823763792
62679 62643 541808311
27612 27613 992963481
91909 91882 151636864
8305 8306 556493722
51 52 371681720
59515 59537 900742932
5805 5741 46721187
5983 5984 13228952
8196 8197 674675690
32837 32838 181415808
6451 6452 428242158
90782 90783 454845595
9838 9920 523186065
4847 4791 227039838
75020 75021 582809555
29565 29566 966634735
16187 16133 686650053
53558 53559 53368908
35881 35882 384089118
95032 95033 164192484
8775 8731 800180002
71836 71837 672073465
83222 83223 156992143
75897 75946 245560566
12884 12918 270686100
48384 48385 91641042
6074 6072 172472665
50802 50730 166026851
60026 60027 651161776
21803 21804 612282490
95636 95563 514283788
82107 82108 537113008
63835 63764 107093740
69786 69787 583811094
72663 72664 745176368
63326 63306 214758593
93707 93675 123785000
46745 46746 926479060
39795 39796 551251882
74134 74170 330780367
29498 29499 437720917
3511 3498 626998978
44078 44089 110396943
1155 1215 936884806
51429 51430 353123733
68168 68169 533921197
55324 55325 325554021
28005 28006 396007707
47913 47914 761607303
37231 37180 119214084
91692 91613 825044025
75857 75858 252420872
26908 26909 275245004
46775 46800 765452240
73505 73506 726663060
18222 18147 538675154
12600 12601 552127149
25130 25173 557136047
91349 91350 643482808
47079 47080 881743191
62192 62118 871629985
73964 73952 666271930
68238 68226 547909074
85042 85064 524346173
59972 59973 679469432
34437 34488 308575537
15590 15591 370536155
41624 41561 70043520
66114 66057 362731156
90942 90943 319235359
82245 82235 243261905
57925 57926 463039858
72502 72506 877099
56259 56277 733529975
81922 81893 733774163
52286 52225 577951176
43639 43680 305084384
87769 87805 658705056
5959 5915 783074018
93195 93196 527832992
77796 77869 772044534
18642 18586 597134414
56945 56874 853242621
24980 24909 296561906
16903 16904 585778466
53416 53417 707125222
35600 35601 941462319
87827 87828 602105830
14095 14162 780555029
99058 99059 457486542
21227 21228 228896304
42836 42837 533508153
99995 99996 241828490
62165 62106 140668647
25928 25994 622066130
88058 88053 662077284
94019 94020 383542097
18509 18510 959131472
72770 72771 483850408
86770 86783 736213035
10435 10436 384034658
25961 25962 649469618
86709 86633 491047143
6996 6997 929044376
36747 36748 489471273
96550 96579 59315560
93603 93528 604666298
81092 81093 137667802
58682 58733 859960409
60340 60334 183136423
61433 61434 353741691
48503 48504 230248660
93244 93245 631763860
20950 20951 534623986
65147 65114 658108520
37697 37746 747960076
5639 5640 151429445
42200 42201 444032038
39489 39438 915051752
12027 12028 894230324
72984 72985 227659628
77089 77078 298777502
21881 21882 931154786
63544 63545 291789579
18547 18599 759191870
72225 72182 345474216
15661 15677 758333915
5497 5516 718305045
22616 22617 357471390
30579 30560 432300397
96953 96929 424095801
30678 30697 574574981
60498 60575 860288010
81705 81706 528083199
3123 3092 969859251
66082 66083 301505296
22440 22382 727940042
47506 47507 440278781
39804 39840 423536779
